Order_ID,Order_Date,Customer_ID,Segment,Region,Ship_Mode,order_revenue
CA-2016-124891,2016-07-31,RH-19495,Consumer,East,Same Day,1323691
CA-2016-124919,2016-05-31,SP-20650,Corporate,West,First Class,24478
CA-2016-124933,2016-12-26,DF-13135,Consumer,East,Second Class,21264
CA-2016-124975,2016-06-22,MG-17875,Home Office,Central,First Class,796425
CA-2016-125066,2016-12-14,KD-16495,Corporate,South,Standard Class,1179
CA-2016-125178,2016-10-03,MZ-17515,Corporate,East,Standard Class,15008
CA-2016-125185,2016-03-05,AH-10195,Corporate,East,Second Class,132940
CA-2016-125234,2016-11-27,SN-20710,Home Office,West,Standard Class,22179
CA-2016-125395,2016-06-26,LA-16780,Corporate,Central,Second Class,419
CA-2016-125416,2016-11-02,KC-16540,Consumer,West,Same Day,44793
CA-2016-125423,2016-12-13,MC-17575,Consumer,West,Second Class,996
CA-2016-125563,2016-04-11,PR-18880,Consumer,South,Standard Class,61264
CA-2016-125696,2016-10-02,NP-18685,Home Office,South,Standard Class,738
CA-2016-125710,2016-10-08,BT-11680,Consumer,Central,Standard Class,344
CA-2016-125934,2016-09-11,SN-20560,Home Office,East,Standard Class,21085
CA-2016-125976,2016-09-27,JK-15205,Consumer,South,Standard Class,188737
CA-2016-126137,2016-10-03,BS-11755,Consumer,West,Standard Class,120666
CA-2016-126186,2016-09-11,GB-14530,Corporate,West,First Class,2464
CA-2016-126347,2016-12-14,AJ-10945,Consumer,West,Second Class,50
CA-2016-126445,2016-08-27,RA-19945,Consumer,West,Standard Class,48465
CA-2016-126466,2016-11-09,JO-15550,Home Office,West,Standard Class,248
CA-2016-126557,2016-07-12,RL-19615,Consumer,Central,Second Class,1604783
CA-2016-126669,2016-11-07,DO-13645,Consumer,Central,Standard Class,7664
CA-2016-126697,2016-09-21,SV-20815,Corporate,Central,First Class,952784
CA-2016-126725,2016-11-17,BS-11665,Consumer,West,Standard Class,731092
CA-2016-126739,2016-11-01,JH-16180,Consumer,East,Second Class,327564
CA-2016-126970,2016-09-20,TP-21130,Consumer,Central,Standard Class,2808
CA-2016-127019,2016-12-21,ER-13855,Corporate,West,Standard Class,60984
CA-2016-127110,2016-06-25,CH-12070,Home Office,East,Standard Class,109360
CA-2016-127173,2016-09-26,GM-14500,Consumer,East,Standard Class,145493
CA-2016-127327,2016-02-03,PW-19030,Corporate,East,Standard Class,90882
CA-2016-127418,2016-06-13,JJ-15445,Consumer,West,First Class,36624
CA-2016-127453,2016-12-19,JK-15370,Consumer,East,First Class,526736
CA-2016-127481,2016-12-12,JD-15895,Corporate,West,Second Class,10112
CA-2016-127502,2016-12-10,MT-17815,Consumer,West,Standard Class,576
CA-2016-127509,2016-11-09,AS-10090,Consumer,Central,Standard Class,108516
CA-2016-127593,2016-09-21,DH-13675,Home Office,East,Same Day,853
CA-2016-127607,2016-03-20,JK-15730,Consumer,Central,Standard Class,21376
CA-2016-127754,2016-07-26,CK-12760,Corporate,West,Standard Class,266352
CA-2016-127824,2016-10-18,JC-15775,Consumer,West,Standard Class,252389
CA-2016-128013,2016-08-09,MF-18250,Corporate,East,Standard Class,15414
CA-2016-128027,2016-09-14,CM-12385,Consumer,South,Second Class,26949
CA-2016-128083,2016-03-12,EB-13750,Corporate,South,Standard Class,18184
CA-2016-128125,2016-03-31,EB-13705,Corporate,Central,Standard Class,100614
CA-2016-128139,2016-07-03,BD-11725,Consumer,South,Standard Class,36591
CA-2016-128167,2016-06-22,KL-16645,Consumer,West,Second Class,496
CA-2016-128356,2016-10-02,RP-19390,Consumer,West,Standard Class,10944
CA-2016-128608,2016-01-12,CS-12490,Corporate,East,Standard Class,282316
CA-2016-128860,2016-06-29,SC-20725,Consumer,East,Standard Class,20104
CA-2016-128958,2016-01-24,CR-12820,Home Office,South,Standard Class,1312
CA-2016-128993,2016-09-12,CC-12670,Consumer,West,Second Class,2198
CA-2016-129042,2016-12-12,EM-13960,Consumer,East,Standard Class,822
CA-2016-129098,2016-10-09,DK-13090,Consumer,South,Standard Class,3084
CA-2016-129112,2016-11-29,AW-10840,Consumer,Central,First Class,10932
CA-2016-129217,2016-05-10,DP-13390,Home Office,Central,Same Day,43881
CA-2016-129322,2016-08-08,DB-13405,Consumer,East,Second Class,60144
CA-2016-129392,2016-07-08,DM-13015,Consumer,Central,Same Day,2112
CA-2016-129476,2016-10-15,PA-19060,Home Office,Central,Standard Class,33996
CA-2016-129525,2016-11-15,VP-21760,Corporate,East,Standard Class,16692
CA-2016-129532,2016-12-08,YS-21880,Corporate,West,Standard Class,22432
CA-2016-129546,2016-09-28,RP-19855,Corporate,West,Standard Class,141910
CA-2016-129700,2016-05-04,LA-16780,Corporate,Central,First Class,22288
CA-2016-129770,2016-02-21,JE-15715,Consumer,West,Second Class,4912
CA-2016-129854,2016-08-22,RB-19705,Home Office,East,Standard Class,1652
CA-2016-129896,2016-06-15,PF-19120,Consumer,West,Standard Class,496896
CA-2016-129917,2016-10-02,HM-14980,Consumer,West,First Class,115772
CA-2016-130022,2016-08-10,JK-16120,Home Office,Central,Standard Class,3768
CA-2016-130113,2016-12-27,AH-10030,Corporate,West,Standard Class,70047
CA-2016-130183,2016-11-13,PO-18850,Consumer,Central,Standard Class,6139992
CA-2016-130204,2016-09-03,DB-13120,Corporate,West,Standard Class,16268
CA-2016-130218,2016-03-23,SG-20470,Consumer,South,First Class,5948
CA-2016-130253,2016-12-14,PP-18955,Home Office,West,Standard Class,1524
CA-2016-130365,2016-04-25,ZC-21910,Consumer,Central,Standard Class,349082
CA-2016-130456,2016-08-21,DS-13180,Corporate,West,Standard Class,594496
CA-2016-130554,2016-04-07,FM-14290,Home Office,East,First Class,11736
CA-2016-130610,2016-07-05,VP-21730,Home Office,Central,Standard Class,19
CA-2016-130659,2016-12-04,MS-17365,Consumer,East,Second Class,565943
CA-2016-130736,2016-12-07,JF-15490,Consumer,West,First Class,657
CA-2016-130785,2016-09-05,AG-10900,Consumer,West,Standard Class,733283
CA-2016-130792,2016-04-28,RA-19915,Consumer,Central,Standard Class,44660
CA-2016-130848,2016-10-25,DG-13300,Corporate,West,Same Day,582336
CA-2016-130876,2016-05-12,AZ-10750,Consumer,East,Second Class,3663
CA-2016-130883,2016-09-26,TB-21520,Consumer,West,Standard Class,47678
CA-2016-130890,2016-11-02,JO-15280,Consumer,West,Standard Class,103884
CA-2016-130974,2016-11-27,MA-17560,Home Office,East,Second Class,504612
CA-2016-130995,2016-11-01,QJ-19255,Corporate,East,Standard Class,495
CA-2016-131072,2016-11-05,KL-16645,Consumer,West,Same Day,98352
CA-2016-131128,2016-10-19,TB-21520,Consumer,East,First Class,3444
CA-2016-131338,2016-08-09,NP-18325,Consumer,East,First Class,1743663
CA-2016-131352,2016-10-08,GH-14485,Corporate,Central,Standard Class,7278
CA-2016-131422,2016-11-05,GB-14530,Corporate,South,Standard Class,207
CA-2016-131457,2016-10-31,MZ-17515,Corporate,West,Standard Class,1428
CA-2016-131534,2016-03-28,AB-10165,Consumer,West,Standard Class,16958
CA-2016-131597,2016-09-14,SP-20620,Corporate,West,Standard Class,170136
CA-2016-131758,2016-05-28,KB-16315,Consumer,East,Standard Class,6087
CA-2016-131779,2016-06-12,LE-16810,Consumer,East,Standard Class,299
CA-2016-131856,2016-05-12,JG-15160,Consumer,Central,Standard Class,769024
CA-2016-131884,2016-12-06,DK-13375,Consumer,East,Same Day,156656
CA-2016-132080,2016-08-22,DP-13105,Corporate,East,First Class,50112
CA-2016-132101,2016-03-19,JO-15550,Home Office,West,Standard Class,453576
CA-2016-132136,2016-03-08,FO-14305,Consumer,Central,Standard Class,8568
CA-2016-132276,2016-02-23,LC-16960,Home Office,East,Standard Class,13584
CA-2016-132318,2016-10-30,TT-21220,Consumer,South,First Class,18291
CA-2016-132374,2016-02-22,PS-19045,Home Office,Central,Second Class,7936
CA-2016-132465,2016-09-11,DM-13525,Corporate,East,Second Class,101123
CA-2016-132486,2016-10-23,JF-15355,Consumer,West,Second Class,1291210
CA-2016-132507,2016-07-30,CC-12610,Corporate,Central,Second Class,61792
CA-2016-132570,2016-10-31,KT-16480,Consumer,East,Second Class,8274
CA-2016-132626,2016-07-09,BT-11680,Consumer,East,Standard Class,111960
CA-2016-132633,2016-02-03,KH-16630,Corporate,West,Second Class,12144
CA-2016-132815,2016-09-19,RW-19540,Corporate,West,Second Class,2296
CA-2016-132906,2016-09-10,CC-12145,Consumer,West,Standard Class,5152
CA-2016-132941,2016-05-25,MM-18280,Corporate,Central,First Class,262720
CA-2016-132948,2016-03-27,MV-17485,Consumer,West,Standard Class,837
CA-2016-133025,2016-09-17,MO-17800,Home Office,West,Second Class,324
CA-2016-133242,2016-06-18,KH-16510,Consumer,South,Standard Class,101533
CA-2016-133396,2016-08-13,GK-14620,Corporate,South,First Class,6468
CA-2016-133445,2016-10-05,JF-15490,Consumer,West,Standard Class,357462
CA-2016-133452,2016-04-13,ZC-21910,Consumer,West,Standard Class,730828
CA-2016-133494,2016-03-01,RP-19390,Consumer,East,Standard Class,3552
CA-2016-133536,2016-03-28,JH-15820,Consumer,East,Second Class,2292
CA-2016-133585,2016-03-01,CM-12715,Corporate,Central,First Class,12335312
CA-2016-133627,2016-05-31,SC-20050,Home Office,East,Standard Class,222
CA-2016-133837,2016-04-13,TH-21100,Consumer,West,Standard Class,10744
CA-2016-133977,2016-09-06,AT-10435,Home Office,South,Second Class,3444
CA-2016-134075,2016-12-12,HA-14905,Consumer,West,Standard Class,37703
CA-2016-134082,2016-12-11,JK-15640,Home Office,West,Standard Class,110528
CA-2016-134117,2016-12-17,PG-18895,Consumer,West,Second Class,165929
CA-2016-134201,2016-04-10,EH-14125,Home Office,East,Standard Class,15671
CA-2016-134257,2016-03-16,MS-17710,Consumer,South,Second Class,49893
CA-2016-134719,2016-10-10,JD-15790,Consumer,South,Standard Class,1801632
CA-2016-134747,2016-10-12,DL-12925,Consumer,Central,Second Class,41224
CA-2016-134782,2016-12-27,MD-17350,Consumer,South,Standard Class,10542
CA-2016-134859,2016-10-04,JK-16120,Home Office,East,Standard Class,85680
CA-2016-134894,2016-12-07,DK-12985,Consumer,South,Standard Class,43686
CA-2016-134922,2016-11-07,KB-16240,Corporate,East,Standard Class,244
CA-2016-134943,2016-12-05,SU-20665,Home Office,Central,First Class,1528
CA-2016-134992,2016-09-22,MG-17875,Home Office,South,Second Class,5122
CA-2016-135020,2016-05-28,MS-17770,Consumer,East,Standard Class,68772
CA-2016-135174,2016-04-30,BP-11230,Consumer,East,Second Class,102297
CA-2016-135251,2016-08-06,RP-19270,Corporate,Central,Standard Class,3752871
CA-2016-135272,2016-12-07,MS-17830,Consumer,West,Standard Class,7992
CA-2016-135314,2016-07-09,MC-17575,Consumer,East,Second Class,269982
CA-2016-135363,2016-03-28,CK-12205,Consumer,East,Standard Class,20784
CA-2016-135391,2016-02-09,FA-14230,Corporate,Central,Second Class,80880
CA-2016-135489,2016-09-19,GW-14605,Consumer,East,Second Class,27986
CA-2016-135510,2016-09-05,TW-21025,Home Office,South,Standard Class,6796
CA-2016-135538,2016-12-24,HR-14830,Corporate,West,Standard Class,88384
CA-2016-135545,2016-11-24,KM-16720,Consumer,West,Standard Class,49871
CA-2016-135580,2016-12-30,CL-12565,Consumer,West,Standard Class,325134
CA-2016-135622,2016-12-08,TT-21460,Home Office,Central,Second Class,377896
CA-2016-135685,2016-11-16,MP-18175,Home Office,Central,Second Class,223302
CA-2016-135727,2016-05-11,PS-18970,Home Office,West,Second Class,191968
CA-2016-135853,2016-12-11,CA-12775,Consumer,Central,First Class,30145
CA-2016-136105,2016-06-12,SZ-20035,Home Office,Central,Standard Class,2456
CA-2016-136147,2016-11-13,FM-14380,Consumer,South,Standard Class,132300
CA-2016-136196,2016-11-28,TP-21415,Consumer,East,Standard Class,32259
CA-2016-136224,2016-05-31,ML-18265,Consumer,South,Same Day,10272
CA-2016-136378,2016-04-02,CS-11845,Corporate,Central,Standard Class,9156
CA-2016-136420,2016-11-20,CS-12250,Corporate,West,First Class,94708
CA-2016-136469,2016-07-11,TS-21370,Corporate,East,First Class,222658
CA-2016-136658,2016-09-10,BO-11425,Consumer,East,Standard Class,608
CA-2016-136700,2016-12-06,DB-13120,Corporate,West,Second Class,896
CA-2016-136728,2016-09-13,AG-10900,Consumer,Central,Second Class,177896
CA-2016-136735,2016-07-26,HA-14920,Consumer,West,Standard Class,16786
CA-2016-136798,2016-05-08,DL-12925,Consumer,Central,Standard Class,54591
CA-2016-136805,2016-05-23,NM-18445,Home Office,Central,Second Class,16038
CA-2016-137064,2016-02-06,TS-21655,Consumer,Central,Standard Class,692214
CA-2016-137071,2016-12-20,ED-13885,Home Office,Central,First Class,1008
CA-2016-137106,2016-03-31,SC-20260,Corporate,South,Standard Class,7996
CA-2016-137113,2016-12-01,TW-21025,Home Office,West,Second Class,235665
CA-2016-137225,2016-12-15,JK-15640,Home Office,East,Standard Class,328
CA-2016-137281,2016-06-13,BF-10975,Corporate,South,Standard Class,648
CA-2016-137302,2016-04-26,BW-11110,Corporate,West,Standard Class,432216
CA-2016-137512,2016-05-07,AG-10675,Consumer,Central,Standard Class,259942
CA-2016-137526,2016-01-13,PB-19150,Consumer,West,Standard Class,117269
CA-2016-137603,2016-09-19,MH-17290,Home Office,West,Standard Class,84
CA-2016-137708,2016-11-22,NG-18430,Consumer,West,Second Class,7585
CA-2016-137750,2016-06-25,JF-15565,Consumer,West,Standard Class,20485
CA-2016-137897,2016-11-14,PJ-18835,Corporate,East,Standard Class,1012
CA-2016-137925,2016-11-30,JL-15235,Consumer,East,Standard Class,683774
CA-2016-137946,2016-09-01,DB-13615,Consumer,West,Second Class,979104
CA-2016-137974,2016-04-16,LL-16840,Consumer,South,First Class,229890
CA-2016-138002,2016-09-06,BT-11305,Home Office,West,Standard Class,25278
CA-2016-138009,2016-11-29,SF-20965,Corporate,Central,Standard Class,154247
CA-2016-138219,2016-03-23,BP-11095,Corporate,West,Standard Class,3336
CA-2016-138331,2016-08-07,JK-15625,Consumer,East,Standard Class,1068
CA-2016-138457,2016-09-13,AM-10705,Consumer,South,Standard Class,13092
CA-2016-138485,2016-02-27,NP-18670,Consumer,West,Second Class,53892
CA-2016-138492,2016-05-15,FC-14335,Corporate,East,Standard Class,51968
CA-2016-138534,2016-07-17,JM-15535,Consumer,West,Second Class,195466
CA-2016-138625,2016-11-02,EG-13900,Consumer,South,First Class,19772
CA-2016-138674,2016-11-14,KB-16585,Corporate,West,First Class,252016
CA-2016-138898,2016-05-25,JH-16180,Consumer,West,Standard Class,845728
CA-2016-138954,2016-11-15,MH-17785,Corporate,East,First Class,53943
CA-2016-139094,2016-11-22,MO-17800,Home Office,Central,Standard Class,206962
CA-2016-139164,2016-06-23,CS-12355,Consumer,West,Standard Class,362103
CA-2016-139248,2016-07-25,RD-19930,Consumer,West,Standard Class,62396
CA-2016-139290,2016-10-26,MY-17380,Corporate,West,Standard Class,576
CA-2016-139374,2016-09-10,AR-10345,Corporate,Central,Standard Class,179886
CA-2016-139584,2016-08-24,EM-13810,Corporate,East,Standard Class,284390
CA-2016-139731,2016-10-15,JE-15745,Consumer,Central,Same Day,271731
CA-2016-139738,2016-09-25,DK-12895,Consumer,Central,Standard Class,128744
CA-2016-139780,2016-12-31,AH-10690,Corporate,Central,Second Class,1164
CA-2016-139850,2016-06-12,GB-14575,Consumer,East,Standard Class,64032
CA-2016-139962,2016-12-13,Dp-13240,Home Office,East,Standard Class,5732
CA-2016-140025,2016-04-07,PF-19120,Consumer,Central,Standard Class,847200
CA-2016-140144,2016-06-20,SC-20770,Corporate,West,Second Class,151740
CA-2016-140221,2016-03-05,MS-17365,Consumer,Central,Second Class,94438
CA-2016-140375,2016-10-02,SG-20470,Consumer,East,Second Class,2682
CA-2016-140410,2016-11-03,CM-12655,Home Office,West,Standard Class,1222271
CA-2016-140557,2016-09-07,TN-21040,Home Office,East,Standard Class,55993
CA-2016-140718,2016-07-02,FA-14230,Corporate,South,First Class,35692
CA-2016-140830,2016-11-30,PS-18970,Home Office,South,Second Class,8936
CA-2016-140921,2016-02-03,AA-10375,Consumer,Central,First Class,15281
CA-2016-140984,2016-09-14,CC-12685,Consumer,East,Standard Class,891192
CA-2016-141012,2016-06-09,TG-21640,Consumer,West,Second Class,175912
CA-2016-141040,2016-10-09,TB-21250,Consumer,East,Second Class,65588
CA-2016-141145,2016-09-17,DB-13405,Consumer,South,Standard Class,87168
CA-2016-141243,2016-01-03,AH-10465,Consumer,Central,Second Class,13535016
CA-2016-141250,2016-01-19,PM-18940,Consumer,Central,Standard Class,301742
CA-2016-141327,2016-11-30,LR-16915,Consumer,South,First Class,440144
CA-2016-141565,2016-09-20,BG-11035,Consumer,South,Standard Class,1664132
CA-2016-141740,2016-11-01,JF-15490,Consumer,East,Standard Class,205164
CA-2016-141754,2016-12-20,EM-14200,Home Office,South,Standard Class,11696
CA-2016-141768,2016-05-25,NP-18685,Home Office,West,Second Class,1473
CA-2016-141810,2016-11-02,BB-10990,Corporate,Central,Standard Class,374076
CA-2016-141936,2016-08-07,PN-18775,Home Office,West,Standard Class,19152
CA-2016-142027,2016-04-09,JK-15370,Consumer,West,Standard Class,369912
CA-2016-142041,2016-06-07,EM-13810,Corporate,West,Second Class,752
CA-2016-142055,2016-05-08,AB-10255,Home Office,East,First Class,3794
CA-2016-142139,2016-08-31,SD-20485,Home Office,Central,Standard Class,2096
CA-2016-142202,2016-09-18,JR-16210,Corporate,South,Second Class,71712
CA-2016-142237,2016-07-11,CK-12595,Consumer,East,First Class,373992
CA-2016-142377,2016-12-04,MS-17980,Corporate,Central,Standard Class,8596
CA-2016-142419,2016-07-11,SC-20380,Consumer,West,Second Class,101349
CA-2016-142433,2016-04-20,ES-14020,Consumer,Central,Standard Class,117456
CA-2016-142454,2016-08-15,RE-19450,Consumer,West,Standard Class,17449
CA-2016-142475,2016-12-03,BS-11380,Corporate,East,Standard Class,590352
CA-2016-142601,2016-04-18,DE-13255,Home Office,West,Second Class,100913
CA-2016-142692,2016-10-23,AG-10495,Corporate,West,Standard Class,3592
CA-2016-142734,2016-04-16,DM-13345,Corporate,East,Standard Class,127764
CA-2016-142755,2016-09-04,CS-12355,Consumer,South,Standard Class,66758
CA-2016-142930,2016-11-28,EB-14170,Consumer,Central,Standard Class,33552
CA-2016-142937,2016-12-05,SF-20065,Consumer,Central,First Class,4504
CA-2016-142944,2016-03-06,JL-15850,Consumer,West,Standard Class,1163510
CA-2016-142993,2016-10-12,KA-16525,Consumer,West,Standard Class,8375
CA-2016-143077,2016-09-17,SF-20965,Corporate,Central,Standard Class,28524
CA-2016-143105,2016-12-10,MA-17560,Home Office,East,Same Day,823309
CA-2016-143119,2016-09-24,MC-17275,Consumer,South,Standard Class,5175
CA-2016-143147,2016-05-26,PS-18760,Consumer,Central,Second Class,156133
CA-2016-143238,2016-09-06,LO-17170,Corporate,West,First Class,4632
CA-2016-143364,2016-07-14,TG-21310,Consumer,West,Second Class,463188
CA-2016-143490,2016-12-06,NP-18325,Consumer,West,Standard Class,231199
CA-2016-143532,2016-03-19,DC-12850,Consumer,South,Standard Class,14496
CA-2016-143602,2016-04-25,JS-15595,Corporate,West,Second Class,13944
CA-2016-143616,2016-09-27,SS-20140,Corporate,West,Second Class,992
CA-2016-143882,2016-06-26,DB-13360,Home Office,East,Standard Class,43056
CA-2016-143980,2016-12-25,JK-15640,Home Office,East,Standard Class,41496
CA-2016-144043,2016-05-10,AB-10165,Consumer,West,Standard Class,46688
CA-2016-144099,2016-11-29,PO-19195,Home Office,West,Same Day,4304
CA-2016-144190,2016-06-09,NC-18415,Consumer,Central,Standard Class,1296
CA-2016-144253,2016-05-04,AS-10225,Corporate,East,Second Class,268
CA-2016-144267,2016-08-21,NZ-18565,Home Office,West,First Class,552822
CA-2016-144274,2016-11-23,PW-19240,Consumer,East,Second Class,38095
CA-2016-144288,2016-12-25,MB-17305,Consumer,South,Standard Class,19584
CA-2016-144302,2016-06-19,ME-17320,Home Office,Central,Standard Class,5792
CA-2016-144386,2016-11-05,GT-14635,Corporate,East,Standard Class,25344
CA-2016-144519,2016-11-13,AW-10930,Home Office,West,Standard Class,40394
CA-2016-144652,2016-11-20,SN-20560,Home Office,West,Standard Class,1946
CA-2016-144722,2016-03-16,MF-18250,Corporate,West,Standard Class,4313
CA-2016-144806,2016-12-06,GH-14425,Consumer,West,Standard Class,739784
CA-2016-144890,2016-12-25,SM-20320,Home Office,West,Standard Class,996
CA-2016-145065,2016-12-12,DK-13375,Consumer,West,First Class,25234
CA-2016-145184,2016-11-27,JD-16150,Corporate,East,First Class,18894
CA-2016-145324,2016-11-15,DH-13675,Home Office,South,Standard Class,3996
CA-2016-145352,2016-03-16,CM-12385,Consumer,South,Standard Class,641277
CA-2016-145394,2016-11-16,MC-17605,Corporate,Central,Standard Class,295968
CA-2016-145401,2016-01-30,JP-15520,Consumer,Central,Standard Class,14304
CA-2016-145457,2016-03-24,CP-12085,Corporate,West,Second Class,469
CA-2016-145485,2016-11-05,JM-16195,Consumer,West,Same Day,628
CA-2016-145758,2016-10-30,BF-11020,Corporate,East,Same Day,10358
CA-2016-145814,2016-11-19,KD-16345,Consumer,East,Standard Class,92160
CA-2016-145821,2016-05-01,JB-15400,Corporate,West,Standard Class,88752
CA-2016-145828,2016-10-05,MB-17305,Consumer,East,First Class,5304
CA-2016-145835,2016-05-13,BF-11170,Home Office,Central,Second Class,222400
CA-2016-145849,2016-09-15,CT-11995,Consumer,Central,Second Class,21518
CA-2016-146038,2016-02-09,SJ-20215,Consumer,West,Standard Class,20392
CA-2016-146087,2016-07-06,PP-18955,Home Office,East,Standard Class,30196
CA-2016-146255,2016-03-07,EM-14140,Home Office,East,First Class,80754
CA-2016-146262,2016-01-02,VW-21775,Corporate,East,Standard Class,201367
CA-2016-146290,2016-05-04,SV-20815,Corporate,Central,Standard Class,12593
CA-2016-146465,2016-11-20,PB-18805,Home Office,West,Standard Class,24192
CA-2016-146486,2016-11-09,DV-13465,Consumer,East,Second Class,117072
CA-2016-146563,2016-08-24,CB-12025,Consumer,Central,Standard Class,1993349
CA-2016-146675,2016-04-16,SB-20185,Consumer,Central,Standard Class,1444324
CA-2016-146696,2016-12-14,RD-19480,Consumer,West,Standard Class,8096
CA-2016-146829,2016-03-10,TS-21340,Consumer,Central,Same Day,1112
CA-2016-146948,2016-07-16,MG-17890,Home Office,East,Standard Class,29975
CA-2016-147011,2016-06-18,HR-14830,Corporate,South,Standard Class,13632
CA-2016-147102,2016-09-19,NH-18610,Corporate,South,Standard Class,6636
CA-2016-147501,2016-08-02,Co-12640,Consumer,West,Standard Class,11952
CA-2016-147529,2016-02-07,DK-12835,Corporate,South,Standard Class,32411
CA-2016-147690,2016-11-10,SC-20020,Consumer,East,Standard Class,577584
CA-2016-147788,2016-05-31,TM-21010,Consumer,West,Standard Class,145492
CA-2016-147816,2016-09-24,CM-11935,Consumer,West,Second Class,3512
CA-2016-147830,2016-12-15,NF-18385,Consumer,East,First Class,2367382
CA-2016-147851,2016-12-03,MP-17470,Home Office,East,Standard Class,10752
CA-2016-147879,2016-05-07,CC-12220,Consumer,South,Standard Class,4568
CA-2016-148180,2016-07-26,BP-11095,Corporate,West,Standard Class,33272
CA-2016-148250,2016-12-13,RP-19270,Corporate,West,Standard Class,14744
CA-2016-148376,2016-12-27,AG-10900,Consumer,West,Standard Class,12852
CA-2016-148432,2016-11-07,MC-18130,Corporate,East,Second Class,2691
CA-2016-148495,2016-08-13,SF-20065,Consumer,West,Same Day,3156
CA-2016-148628,2016-12-06,KM-16375,Home Office,West,Standard Class,3275
CA-2016-148635,2016-07-25,MH-18025,Consumer,West,Second Class,570855
CA-2016-148705,2016-03-12,EB-14170,Consumer,South,Standard Class,504
CA-2016-148712,2016-04-17,JM-15535,Consumer,East,Standard Class,64363
CA-2016-148859,2016-12-28,FH-14350,Consumer,Central,Standard Class,24816
CA-2016-148873,2016-10-01,EM-13960,Consumer,Central,Standard Class,111760
CA-2016-148964,2016-05-26,RD-19900,Consumer,West,Standard Class,2024
CA-2016-149083,2016-09-25,SH-19975,Corporate,West,Standard Class,323260
CA-2016-149097,2016-10-20,SV-20785,Consumer,West,Standard Class,372252
CA-2016-149300,2016-11-22,BH-11710,Consumer,South,First Class,32985
CA-2016-149342,2016-04-20,TS-21160,Corporate,South,Standard Class,89631
CA-2016-149384,2016-07-10,EH-13945,Consumer,West,Same Day,3366
CA-2016-149517,2016-09-19,FC-14245,Home Office,West,Standard Class,6084
CA-2016-149566,2016-12-05,GB-14530,Corporate,West,Standard Class,165
CA-2016-149587,2016-01-31,KB-16315,Consumer,Central,Second Class,9926
CA-2016-149601,2016-05-28,TB-21625,Consumer,East,Standard Class,9379
CA-2016-149636,2016-01-06,SP-20620,Corporate,West,Standard Class,2234
CA-2016-149650,2016-10-24,RD-19660,Home Office,West,First Class,454272
CA-2016-149678,2016-04-13,AW-10840,Consumer,West,Second Class,1288
CA-2016-149713,2016-09-18,TG-21640,Consumer,West,Second Class,18137
CA-2016-149734,2016-09-03,JC-16105,Corporate,South,Standard Class,200984
CA-2016-149748,2016-05-31,EM-13825,Corporate,East,Second Class,9794
CA-2016-149811,2016-01-04,CS-12250,Corporate,Central,Standard Class,3633
CA-2016-149846,2016-05-22,SB-20185,Consumer,West,Standard Class,1084365
CA-2016-149909,2016-11-13,RA-19915,Consumer,Central,Standard Class,21082
CA-2016-149972,2016-09-21,CD-12790,Home Office,West,First Class,601615
CA-2016-149993,2016-03-19,GA-14725,Consumer,West,First Class,109
CA-2016-150196,2016-07-02,SR-20740,Home Office,East,First Class,1944
CA-2016-150308,2016-12-15,RR-19525,Corporate,South,Standard Class,246168
CA-2016-150413,2016-10-19,CS-11860,Consumer,Central,Second Class,172
CA-2016-150441,2016-08-13,RA-19285,Consumer,Central,Second Class,1136
CA-2016-150511,2016-09-18,AB-10060,Home Office,West,Standard Class,1854
CA-2016-150560,2016-12-11,SW-20455,Consumer,South,First Class,19662
CA-2016-150714,2016-10-26,KH-16690,Corporate,West,Standard Class,385001
CA-2016-150749,2016-03-29,AS-10240,Consumer,South,Second Class,556
CA-2016-150770,2016-05-03,LC-16870,Consumer,West,First Class,146942
CA-2016-150791,2016-09-06,CC-12430,Home Office,East,Standard Class,271764
CA-2016-150875,2016-11-16,HK-14890,Corporate,West,Standard Class,374418
CA-2016-151043,2016-11-14,MG-17680,Home Office,East,Standard Class,47984
CA-2016-151253,2016-04-22,AZ-10750,Consumer,West,Standard Class,95190
CA-2016-151470,2016-09-20,AM-10705,Consumer,West,Standard Class,45584
CA-2016-151547,2016-01-17,AH-10465,Consumer,South,Standard Class,8896
CA-2016-151589,2016-12-27,RE-19450,Consumer,Central,First Class,21963
CA-2016-151624,2016-09-08,VW-21775,Corporate,South,Standard Class,2136
CA-2016-151680,2016-11-19,TC-21475,Home Office,West,Second Class,14196
CA-2016-151722,2016-10-05,IL-15100,Consumer,East,Standard Class,288
CA-2016-151785,2016-03-05,JJ-15445,Consumer,Central,Standard Class,7104
CA-2016-151841,2016-04-27,TC-21475,Home Office,West,Standard Class,4940
CA-2016-151869,2016-09-25,CS-11950,Consumer,East,Same Day,104586
CA-2016-152513,2016-07-04,JP-16135,Home Office,West,Second Class,22848
CA-2016-152527,2016-10-17,CM-12190,Consumer,West,Same Day,7788
CA-2016-152611,2016-02-20,KA-16525,Consumer,East,Second Class,28679
CA-2016-152681,2016-01-17,SC-20260,Corporate,East,Standard Class,668
CA-2016-152891,2016-10-25,TB-21625,Consumer,West,Standard Class,259221
CA-2016-153038,2016-12-18,RB-19645,Corporate,South,Standard Class,76400
CA-2016-153073,2016-11-13,HA-14905,Consumer,Central,Same Day,17496
